Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;Slide;Series
Negative Phe-Az;Blue/Red;0;0.631;0.631;0.608;0.608;0.707;0.503;0.994;1;0.971;0.668;1;0.668;0.369;0.24;0.653;0;2;4.4777;0.00581;0;0;-;-;No Fluorophore;Phe-Az;2b;18
Negative Phe-Az;Green/Red;0;0.798;0.798;0.72;0.72;0.835;2.285;0.305;1;0.956;0.424;1;0.424;0.431;0.247;0.798;1;2;0.54173;0.00581;0;0;-;-;No Fluorophore;Phe-Az;2b;18
A488+A405 Control;Blue/Green;0;0.866;0.866;0.58;0.58;1;0;9;1;0.976;1;1;0.692;0.435;0.82;0.883;0;1;11.267;0.00018;0;0;-;-;A488+A405;No Feed;3a bis;1
A488+A405 Control;Blue/Red;0;0.88;0.88;0.631;0.631;1;1;2;1;0.99;1;1;0.596;0.44;0.842;0.913;0;2;13.279;0.00055;0;0;-;-;A488+A405;No Feed;3a bis;1
A488+A405 Control;Green/Red;0;0.909;0.908;0.655;0.655;1;6;0;1;0.984;0;1;0.425;0.472;0.883;0.909;1;2;0.19619;0.00055;0;0;-;-;A488+A405;No Feed;3a bis;1
A488+A405 Control;Blue/Green;0;0.854;0.854;0.529;0.529;0.865;0;9;1;1;1;1;1;0.423;0.812;0.874;0;1;0.31549;0.00019;0;0;-;-;A488+A405;No Feed;3a bis;2
A488+A405 Control;Blue/Red;0;0.874;0.827;0.763;0.755;0.896;0;2;1;1;1;1;0.862;0.442;0.832;0.907;0;2;19.545;0.81573;0;0;-;-;A488+A405;No Feed;3a bis;2
A488+A405 Control;Green/Red;0;0.916;0.916;0.687;0.687;0.93;3;0;1;1;0;1;0.432;0.468;0.886;0.916;1;2;0.19191;0.00037;0;0;-;-;A488+A405;No Feed;3a bis;2
A488+A405 Control;Blue/Green;0;0.647;0.647;0.455;0.455;0.694;0;5;1;1;1;1;1;0.439;0.325;0.681;0;1;0.02109;0.00029;0;0;-;-;A488+A405;No Feed;3a bis;3
A488+A405 Control;Blue/Red;0;0.883;0.838;0.814;0.798;0.9;1;1;1;1;1;1;0.834;0.458;0.46;0.922;0;2;8.2151;0.73994;0;0;-;-;A488+A405;No Feed;3a bis;3
A488+A405 Control;Green/Red;0;0.669;0.668;0.604;0.6;0.703;3;0;1;1;0;1;0.45;0.466;0.387;0.669;1;2;0.36477;0.00059;0;0;-;-;A488+A405;No Feed;3a bis;3
A488+A405 Control;Blue/Green;0;0.647;0.571;0.681;0.653;0.681;0;4;1;1;1;1;0.755;0.446;0.321;0.684;0;1;7.6917;0.79922;0;0;-;-;A488+A405;No Feed;3a bis;4
A488+A405 Control;Blue/Red;0;0.877;0.877;0.591;0.591;0.896;0;2;1;1;1;1;0.627;0.454;0.469;0.917;0;2;3.4603;0.00042;0;0;-;-;A488+A405;No Feed;3a bis;4
A488+A405 Control;Green/Red;0;0.694;0.694;0.603;0.603;0.726;2;0;1;1;0;1;0.481;0.47;0.4;0.694;1;2;0.32019;0.00042;0;0;-;-;A488+A405;No Feed;3a bis;4
A488+A405 Control;Blue/Green;0;0.852;0.804;0.691;0.711;1;0.11;7;1;0.987;0;0.493;0.869;0.446;0.419;0.901;0;1;24.729;0.98594;0;0;-;-;A488+A405;No Feed;3a bis;5
A488+A405 Control;Blue/Red;0;0.869;0.869;0.525;0.525;1;0.75;1;1;0.992;1;1;0.548;0.443;0.454;0.896;0;2;20.165;0.00064;0;0;-;-;A488+A405;No Feed;3a bis;5
A488+A405 Control;Green/Red;0;0.884;0.884;0.69;0.69;1;6.146;0;1;0.99;0;1;0.323;0.481;0.505;0.884;1;2;0.47596;0.00064;0;0;-;-;A488+A405;No Feed;3a bis;5
A488+A405 Control;Blue/Green;0;0.846;0.846;0.454;0.454;1;0.099;7;1;1;1;1;1;0.422;0.431;0.891;0;1;0.66476;0.00019;0;0;-;-;A488+A405;No Feed;3a bis;6
A488+A405 Control;Blue/Red;0;0.854;0.854;0.515;0.513;1;0.561;1;1;0.989;1;0.995;0.569;0.438;0.448;0.881;0;2;17.88;0.00046;0;0;-;-;A488+A405;No Feed;3a bis;6
A488+A405 Control;Green/Red;0;0.871;0.871;0.645;0.645;1;4.018;0;1;0.984;0;0.999;0.321;0.483;0.493;0.871;1;2;0.57638;0.00046;0;0;-;-;A488+A405;No Feed;3a bis;6
A488+A405 Control;Blue/Green;0;0.88;0.88;0.562;0.562;1;0.093;9;1;0.978;1;1;0.803;0.449;0.811;0.887;0;1;4.019;0.00022;0;0;-;-;A488+A405;No Feed;3a bis;7
A488+A405 Control;Blue/Red;0;0.871;0.871;0.641;0.641;1;0.402;2;1;0.992;1;0.999;0.676;0.452;0.798;0.898;0;2;5.3922;0.00039;0;0;-;-;A488+A405;No Feed;3a bis;7
A488+A405 Control;Green/Red;0;0.901;0.901;0.616;0.616;1;4.035;0;1;0.98;0;0.999;0.473;0.47;0.816;0.905;1;2;0.22579;0.00039;0;0;-;-;A488+A405;No Feed;3a bis;7
A488+A405 Control;Blue/Green;0;0.872;0.872;0.556;0.556;0.898;0.106;7.589;1;0.984;0.862;1;0.862;0.447;0.805;0.88;0;1;2.4628;0.00017;0;0;-;-;A488+A405;No Feed;3a bis;8
A488+A405 Control;Blue/Red;0;0.866;0.866;0.609;0.609;0.89;0.302;2.619;1;0.992;0.709;1;0.709;0.45;0.796;0.895;0;2;3.8313;0.00029;0;0;-;-;A488+A405;No Feed;3a bis;8
A488+A405 Control;Green/Red;0;0.902;0.902;0.603;0.603;0.918;2.655;0.318;1;0.98;0.478;1;0.478;0.472;0.818;0.906;1;2;0.25337;0.00029;0;0;-;-;A488+A405;No Feed;3a bis;8
A488+A405 Control;Blue/Green;0;0.868;0.827;0.741;0.741;0.893;0.125;6.351;0.959;0.99;0.544;0.617;0.821;0.456;0.851;0.874;0;1;4.5078;0.51137;0;0;-;-;A488+A405;No Feed;3a bis;9
A488+A405 Control;Blue/Red;0;0.841;0.841;0.621;0.621;0.871;0.499;1.522;1;0.991;0.596;1;0.596;0.448;0.823;0.847;0;2;3.0404;0.00049;0;0;-;-;A488+A405;No Feed;3a bis;9
A488+A405 Control;Green/Red;0;0.907;0.907;0.693;0.693;0.924;3.805;0.224;1;0.985;0.367;1;0.367;0.478;0.861;0.907;1;2;0.41798;0.00049;0;0;-;-;A488+A405;No Feed;3a bis;9
A488+A405 Control;Blue/Green;0;0.866;0.823;0.741;0.741;0.891;0.143;5.55;0.957;0.99;0.542;0.612;0.826;0.456;0.849;0.872;0;1;3.9899;0.56054;0;0;-;-;A488+A405;No Feed;3a bis;10
A488+A405 Control;Blue/Red;0;0.845;0.845;0.606;0.606;0.876;0.396;1.936;1;0.994;0.761;1;0.761;0.448;0.828;0.851;0;2;1.785;0.00114;0;0;-;-;A488+A405;No Feed;3a bis;10
A488+A405 Control;Green/Red;0;0.919;0.919;0.682;0.682;0.934;2.668;0.327;1;0.984;0.419;1;0.419;0.478;0.874;0.919;1;2;0.34887;0.00114;0;0;-;-;A488+A405;No Feed;3a bis;10
A488+A405 Control;Blue/Green;0;0.848;0.848;0.523;0.523;0.877;0.119;6.473;1;1;1;1;1;0.452;0.794;0.861;0;1;0.02857;0.00013;0;0;-;-;A488+A405;No Feed;3a bis;11
A488+A405 Control;Blue/Red;0;0.794;0.794;0.563;0.563;0.826;0.425;1.603;1;0.988;0.65;1;0.65;0.451;0.746;0.797;0;2;2.3544;0.00034;0;0;-;-;A488+A405;No Feed;3a bis;11
A488+A405 Control;Green/Red;0;0.884;0.884;0.632;0.632;0.901;3.432;0.236;1;0.976;0.33;1;0.33;0.477;0.8;0.885;1;2;0.38491;0.00034;0;0;-;-;A488+A405;No Feed;3a bis;11
A488+A405 Control;Blue/Green;0;0.841;0.793;0.7;0.689;0.864;0.133;5.627;0.946;0.983;0.509;0.586;0.794;0.455;0.781;0.849;0;1;4.5747;0.60682;0;0;-;-;A488+A405;No Feed;3a bis;12
A488+A405 Control;Blue/Red;0;0.794;0.758;0.697;0.718;0.824;0.356;1.909;0.935;0.995;0.449;0.474;0.892;0.45;0.748;0.801;0;2;3.2866;0.51723;0;0;-;-;A488+A405;No Feed;3a bis;12
A488+A405 Control;Green/Red;0;0.895;0.895;0.622;0.622;0.911;2.598;0.319;1;0.978;0.364;1;0.364;0.476;0.805;0.896;1;2;0.38251;0.00028;0;0;-;-;A488+A405;No Feed;3a bis;12
A488+A405 Control;Blue/Green;0;0.79;0.744;0.737;0.77;0.823;0.094;7.214;0.905;0.992;0.49;0.517;0.903;0.446;0.674;0.792;0;1;26.081;0.54459;0;0;-;-;A488+A405;No Feed;3a bis;13
A488+A405 Control;Blue/Red;0;0.916;0.916;0.642;0.64;0.933;0.687;1.267;0.999;0.989;0.612;0.992;0.616;0.444;0.76;0.937;0;2;21.797;0.00073;0;0;-;-;A488+A405;No Feed;3a bis;13
A488+A405 Control;Green/Red;0;0.828;0.827;0.739;0.738;0.857;5.595;0.131;1;0.989;0.472;0.997;0.473;0.47;0.697;0.831;1;2;0.10617;0.00073;0;0;-;-;A488+A405;No Feed;3a bis;13
A488+A405 Control;Blue/Green;0;0.779;0.684;0.758;0.759;0.816;0.123;5.423;0.907;0.973;0.547;0.586;0.892;0.437;0.659;0.781;0;1;33.174;1.6105;0;0;-;-;A488+A405;No Feed;3a bis;14
A488+A405 Control;Blue/Red;0;0.891;0.862;0.76;0.795;0.913;0.347;2.402;0.89;0.994;0.496;0.51;0.947;0.438;0.726;0.914;0;2;26.088;1.7046;0;0;-;-;A488+A405;No Feed;3a bis;14
A488+A405 Control;Green/Red;0;0.837;0.837;0.722;0.722;0.868;2.274;0.331;1;0.983;0.496;1;0.496;0.457;0.688;0.842;1;2;0.18112;0.00047;0;0;-;-;A488+A405;No Feed;3a bis;14
A488+A405 Control;Blue/Green;0;0.889;0.889;0.618;0.618;0.912;0.099;8.408;1;1;1;1;1;0.459;0.714;0.889;0;1;0.31694;0.00017;0;0;-;-;A488+A405;No Feed;3a bis;15
A488+A405 Control;Blue/Red;0;0.887;0.887;0.693;0.693;0.912;0.337;2.468;1;0.988;0.701;1;0.701;0.455;0.703;0.9;0;2;6.418;0.001;0;0;-;-;A488+A405;No Feed;3a bis;15
A488+A405 Control;Green/Red;0;0.898;0.898;0.687;0.687;0.92;2.984;0.283;1;0.976;0.467;1;0.467;0.472;0.698;0.903;1;2;0.28953;0.001;0;0;-;-;A488+A405;No Feed;3a bis;15
A488+A405 Control;Blue/Green;0;0.884;0.838;0.797;0.807;0.908;0.091;9.009;0.965;0.991;0.608;0.681;0.851;0.461;0.702;0.884;0;1;11.559;0.66289;0;0;-;-;A488+A405;No Feed;3a bis;16
A488+A405 Control;Blue/Red;0;0.885;0.885;0.697;0.697;0.91;0.454;1.825;1;0.994;0.622;1;0.622;0.455;0.703;0.897;0;2;7.4917;0.00052;0;0;-;-;A488+A405;No Feed;3a bis;16
A488+A405 Control;Green/Red;0;0.879;0.879;0.731;0.731;0.904;4.575;0.179;1;0.987;0.415;1;0.415;0.468;0.685;0.884;1;2;0.44133;0.00052;0;0;-;-;A488+A405;No Feed;3a bis;16
A488+A405 Control;Blue/Green;0;0.343;0.079;0.564;0.006;0.406;0.078;2.11;0.871;0.552;0.441;0.82;0.488;0.357;0.297;0.355;0;1;69.142;5.5547;0;0;-;-;A488+A405;No Feed;3a bis;17
A488+A405 Control;Blue/Red;0;0.814;0.714;0.764;0.732;0.843;0.308;2.31;0.901;0.983;0.561;0.587;0.925;0.438;0.778;0.819;0;2;22.593;4.007;0;0;-;-;A488+A405;No Feed;3a bis;17
A488+A405 Control;Green/Red;0;0.551;0.551;0.761;0.761;0.636;1.783;0.227;1;0.946;0.355;1;0.355;0.362;0.504;0.551;1;2;1.4284;0.00198;0;0;-;-;A488+A405;No Feed;3a bis;17
A488+A405 Control;Blue/Green;0;0.358;0.099;0.574;0.052;0.418;0.088;1.988;0.876;0.569;0.444;0.824;0.491;0.36;0.312;0.363;0;1;64.015;5.7488;0;0;-;-;A488+A405;No Feed;3a bis;18
A488+A405 Control;Blue/Red;0;0.825;0.767;0.719;0.743;0.853;0.234;3.112;0.878;0.989;0.469;0.485;0.931;0.434;0.79;0.829;0;2;18.075;1.7572;0;0;-;-;A488+A405;No Feed;3a bis;18
A488+A405 Control;Green/Red;0;0.571;0.571;0.718;0.718;0.648;1.223;0.343;1;0.975;0.36;1;0.36;0.367;0.521;0.571;1;2;1.3961;0.00029;0;0;-;-;A488+A405;No Feed;3a bis;18
A488+A405 Control;Blue/Green;0;0.696;0.458;0.752;0.502;0.749;0.075;7.479;0.905;0.887;0.618;0.786;0.742;0.41;0.422;0.748;0;1;48.666;2.9114;0;0;-;-;A488+A405;No Feed;3a bis;19
A488+A405 Control;Blue/Red;0;0.808;0.808;0.535;0.535;0.852;0.344;2.111;1;0.982;0.733;1;0.733;0.426;0.505;0.864;0;2;17.144;0.00044;0;0;-;-;A488+A405;No Feed;3a bis;19
A488+A405 Control;Green/Red;0;0.827;0.827;0.736;0.736;0.865;3.864;0.193;1;0.969;0.408;1;0.408;0.428;0.579;0.827;1;2;0.70293;0.00044;0;0;-;-;A488+A405;No Feed;3a bis;19
A488+A405 Control;Blue/Green;0;0.704;0.46;0.763;0.503;0.757;0.082;6.978;0.907;0.9;0.632;0.784;0.765;0.414;0.42;0.759;0;1;45.857;2.9761;0;0;-;-;A488+A405;No Feed;3a bis;20
A488+A405 Control;Blue/Red;0;0.799;0.799;0.542;0.542;0.847;0.262;2.737;1;0.983;0.759;1;0.759;0.421;0.497;0.855;0;2;15.807;0.00052;0;0;-;-;A488+A405;No Feed;3a bis;20
A488+A405 Control;Green/Red;0;0.841;0.841;0.766;0.766;0.876;2.774;0.277;1;0.973;0.42;1;0.42;0.438;0.586;0.841;1;2;0.69128;0.00052;0;0;-;-;A488+A405;No Feed;3a bis;20
A488+A405 Control;Blue/Green;0;0.878;0.878;0.604;0.604;0.905;0.118;6.911;0.955;1;0.645;0.645;1;0.459;0.866;0.885;0;1;0.0257;0.22055;0;0;-;-;A488+A405;No Feed;3a ;5
A488+A405 Control;Blue/Red;0;0.849;0.849;0.653;0.653;0.879;0.478;1.615;1;0.994;0.662;1;0.662;0.454;0.842;0.857;0;2;2.0705;0.00061;0;0;-;-;A488+A405;No Feed;3a ;5
A488+A405 Control;Green/Red;0;0.911;0.911;0.722;0.722;0.927;3.875;0.222;1;0.987;0.386;1;0.386;0.476;0.88;0.911;1;2;0.57799;0.00061;0;0;-;-;A488+A405;No Feed;3a ;5
A488+A405 Control;Blue/Green;0;0.872;0.826;0.769;0.774;0.897;0.133;6.069;0.966;0.99;0.572;0.637;0.847;0.459;0.859;0.879;0;1;5.9114;0.7687;0;0;-;-;A488+A405;No Feed;3a ;6
A488+A405 Control;Blue/Red;0;0.848;0.811;0.766;0.786;0.877;0.355;2.164;0.956;0.996;0.53;0.56;0.908;0.453;0.841;0.855;0;2;4.6662;0.91233;0;0;-;-;A488+A405;No Feed;3a ;6
A488+A405 Control;Green/Red;0;0.92;0.92;0.687;0.687;0.935;2.597;0.337;1;0.975;0.441;1;0.441;0.478;0.886;0.92;1;2;0.42115;0.00219;0;0;-;-;A488+A405;No Feed;3a ;6
A488+A405 Control;Blue/Green;0;0.841;0.762;0.817;0.789;0.878;0.102;7.549;0.955;0.986;0.638;0.692;0.89;0.453;0.731;0.844;0;1;25.583;1.5256;0;0;-;-;A488+A405;No Feed;3a ;7
A488+A405 Control;Blue/Red;0;0.854;0.854;0.687;0.687;0.889;0.462;1.712;1;0.989;0.667;1;0.667;0.438;0.734;0.86;0;2;17.353;0.00072;0;0;-;-;A488+A405;No Feed;3a ;7
A488+A405 Control;Green/Red;0;0.831;0.831;0.788;0.788;0.87;4.032;0.188;1;0.98;0.397;1;0.397;0.458;0.691;0.835;1;2;0.97384;0.00072;0;0;-;-;A488+A405;No Feed;3a ;7
A488+A405 Control;Blue/Green;0;0.838;0.765;0.81;0.792;0.876;0.113;6.769;0.946;0.989;0.616;0.659;0.905;0.451;0.727;0.842;0;1;22.003;1.3233;0;0;-;-;A488+A405;No Feed;3a ;8
A488+A405 Control;Blue/Red;0;0.853;0.853;0.695;0.695;0.889;0.339;2.333;1;0.989;0.708;1;0.708;0.439;0.727;0.859;0;2;14.346;0.00052;0;0;-;-;A488+A405;No Feed;3a ;8
A488+A405 Control;Green/Red;0;0.844;0.844;0.784;0.784;0.88;2.689;0.288;1;0.977;0.397;1;0.397;0.464;0.692;0.849;1;2;0.74862;0.00052;0;0;-;-;A488+A405;No Feed;3a ;8
A488+A405 Control;Blue/Green;0;0.723;0.452;0.827;0.564;0.769;0.089;6.633;0.969;0.889;0.71;0.896;0.774;0.431;0.443;0.738;0;1;43.556;3.8019;0;0;-;-;A488+A405;No Feed;3a ;9
A488+A405 Control;Blue/Red;0;0.901;0.864;0.81;0.853;0.921;0.38;2.231;0.955;0.997;0.573;0.592;0.947;0.468;0.611;0.901;0;2;16.101;2.208;0;0;-;-;A488+A405;No Feed;3a ;9
A488+A405 Control;Green/Red;0;0.815;0.815;0.746;0.746;0.855;3.255;0.225;1;0.973;0.383;1;0.383;0.427;0.495;0.818;1;2;0.87887;0.00203;0;0;-;-;A488+A405;No Feed;3a ;9
A488+A405 Control;Blue/Green;0;0.779;0.779;0.41;0.41;0.841;0.097;7.261;1;1;1;1;1;0.408;0.501;0.788;0;1;0.01544;0.00024;0;0;-;-;A488+A405;No Feed;3a ;10
A488+A405 Control;Blue/Red;0;0.868;0.663;0.934;0.692;0.891;0.347;2.292;0.998;0.98;0.868;0.978;0.885;0.471;0.566;0.869;0;2;39.432;3.7902;0;0;-;-;A488+A405;No Feed;3a ;10
A488+A405 Control;Green/Red;0;0.241;0.18;0.464;0.448;0.262;2.042;0.034;0.996;0.34;0.203;0.993;0.204;0.336;0.139;0.242;1;2;14.221;1.4258;0;0;-;-;A488+A405;No Feed;3a ;10
A488+A405 Control;Blue/Green;0;0.859;0.806;0.733;0.735;0.88;0.089;8.725;0.946;0.984;0.541;0.613;0.82;0.453;0.431;0.899;0;1;17.494;0.92942;0;0;-;-;A488+A405;No Feed;3a ;11
A488+A405 Control;Blue/Red;0;0.894;0.894;0.59;0.59;0.912;0.349;2.381;1;0.988;0.659;1;0.659;0.459;0.461;0.913;0;2;10.558;0.00402;0;0;-;-;A488+A405;No Feed;3a ;11
A488+A405 Control;Green/Red;0;0.907;0.907;0.606;0.606;0.922;3.569;0.238;1;0.98;0.474;1;0.474;0.472;0.484;0.908;1;2;0.36372;0.00402;0;0;-;-;A488+A405;No Feed;3a ;11
A488+A405 Control;Blue/Green;0;0.856;0.803;0.722;0.717;0.877;0.1;7.703;0.943;0.981;0.532;0.61;0.806;0.452;0.427;0.893;0;1;15.856;1.0506;0;0;-;-;A488+A405;No Feed;3a ;12
A488+A405 Control;Blue/Red;0;0.887;0.887;0.588;0.588;0.906;0.28;2.927;1;0.987;0.667;1;0.667;0.457;0.463;0.906;0;2;9.0968;0.00112;0;0;-;-;A488+A405;No Feed;3a ;12
A488+A405 Control;Green/Red;0;0.91;0.91;0.596;0.596;0.924;2.561;0.333;1;0.979;0.476;1;0.476;0.471;0.48;0.911;1;2;0.4284;0.00112;0;0;-;-;A488+A405;No Feed;3a ;12
A488+A405 Control;Blue/Green;0;0.888;0.888;0.616;0.616;0.913;0.105;7.911;1;1;1;1;1;0.454;0.519;0.905;0;1;0.05705;0.00019;0;0;-;-;A488+A405;No Feed;3a ;13
A488+A405 Control;Blue/Red;0;0.895;0.895;0.753;0.753;0.915;0.616;1.36;1;0.99;0.558;1;0.559;0.47;0.528;0.899;0;2;5.8136;0.00072;0;0;-;-;A488+A405;No Feed;3a ;13
A488+A405 Control;Green/Red;0;0.874;0.874;0.698;0.698;0.897;5.109;0.157;1;0.972;0.384;1;0.384;0.459;0.489;0.876;1;2;0.48372;0.00072;0;0;-;-;A488+A405;No Feed;3a ;13
A488+A405 Control;Blue/Green;0;0.882;0.85;0.755;0.756;0.904;0.122;6.692;0.962;0.991;0.563;0.64;0.825;0.456;0.505;0.901;0;1;5.9322;0.54061;0;0;-;-;A488+A405;No Feed;3a ;14
A488+A405 Control;Blue/Red;0;0.899;0.899;0.748;0.748;0.919;0.438;1.928;1;0.994;0.6;1;0.601;0.469;0.528;0.903;0;2;4.0954;0.00051;0;0;-;-;A488+A405;No Feed;3a ;14
A488+A405 Control;Green/Red;0;0.9;0.9;0.705;0.705;0.918;3.272;0.258;1;0.983;0.414;1;0.414;0.466;0.507;0.902;1;2;0.40573;0.00051;0;0;-;-;A488+A405;No Feed;3a ;14
A488+A405 Control;Blue/Green;0;0.821;0.821;0.643;0.643;0.864;0.073;10.228;1;0.982;0.763;1;0.763;0.424;0.673;0.864;0;1;20.93;0.00025;0;0;-;-;A488+A405;No Feed;3a ;15
A488+A405 Control;Blue/Red;0;0.83;0.83;0.669;0.669;0.87;0.366;2.067;1;0.99;0.705;1;0.705;0.425;0.677;0.895;0;2;22.874;0.00052;0;0;-;-;A488+A405;No Feed;3a ;15
A488+A405 Control;Green/Red;0;0.899;0.899;0.746;0.746;0.92;4.592;0.184;1;0.986;0.451;1;0.451;0.474;0.757;0.899;1;2;0.21165;0.00052;0;0;-;-;A488+A405;No Feed;3a ;15
A488+A405 Control;Blue/Green;0;0.82;0.82;0.647;0.647;0.864;0.082;9.098;1;0.981;0.775;1;0.775;0.418;0.672;0.859;0;1;20.517;0.00025;0;0;-;-;A488+A405;No Feed;3a ;16
A488+A405 Control;Blue/Red;0;0.831;0.831;0.679;0.679;0.874;0.249;3.071;1;0.985;0.763;1;0.763;0.42;0.675;0.893;0;2;20.952;0.00315;0;0;-;-;A488+A405;No Feed;3a ;16
A488+A405 Control;Green/Red;0;0.909;0.909;0.743;0.743;0.929;2.803;0.308;1;0.98;0.592;1;0.592;0.473;0.764;0.909;1;2;0.12508;0.00315;0;0;-;-;A488+A405;No Feed;3a ;16
A488+A405 Control;Blue/Green;0;0.863;0.827;0.702;0.685;0.883;0.08;9.698;0.961;0.983;0.519;0.611;0.774;0.45;0.401;0.918;0;1;7.7816;0.55764;0;0;-;-;A488+A405;No Feed;3a ;17
A488+A405 Control;Blue/Red;0;0.894;0.894;0.604;0.604;0.911;0.358;2.318;1;0.993;0.654;1;0.654;0.462;0.418;0.928;0;2;4.3964;0.00089;0;0;-;-;A488+A405;No Feed;3a ;17
A488+A405 Control;Green/Red;0;0.922;0.922;0.634;0.634;0.934;4.062;0.215;1;0.986;0.457;1;0.457;0.473;0.495;0.922;1;2;0.31168;0.00089;0;0;-;-;A488+A405;No Feed;3a ;17
A488+A405 Control;Blue/Green;0;0.866;0.866;0.548;0.548;0.892;0.091;8.795;0.99;1;0.95;0.95;1;0.45;0.411;0.917;0;1;0.09136;0.05995;0;0;-;-;A488+A405;No Feed;3a ;18
A488+A405 Control;Blue/Red;0;0.895;0.895;0.624;0.624;0.913;0.26;3.206;1;0.992;0.757;1;0.757;0.462;0.425;0.93;0;2;2.9051;0.00233;0;0;-;-;A488+A405;No Feed;3a ;18
A488+A405 Control;Green/Red;0;0.924;0.924;0.61;0.61;0.936;2.618;0.334;1;0.98;0.509;1;0.509;0.473;0.495;0.924;1;2;0.34377;0.00233;0;0;-;-;A488+A405;No Feed;3a ;18
A488+A405 Control;Blue/Green;0;0.821;0.821;0.604;0.604;0.858;0.098;7.541;1;1;1;1;1;0.447;0.788;0.83;0;1;0.01947;0.00018;0;0;-;-;A488+A405;No Feed;3a ;19
A488+A405 Control;Blue/Red;0;0.867;0.837;0.73;0.707;0.892;0.363;2.195;0.972;0.984;0.56;0.692;0.746;0.446;0.839;0.885;0;2;6.1563;0.55073;0;0;-;-;A488+A405;No Feed;3a ;19
A488+A405 Control;Green/Red;0;0.699;0.608;0.741;0.814;0.729;3.945;0.135;1;0.845;0.473;1;0.473;0.441;0.65;0.699;1;2;5.8652;1.3063;0;0;-;-;A488+A405;No Feed;3a ;19
A488+A405 Control;Blue/Green;0;0.819;0.782;0.716;0.706;0.85;0.112;6.458;1;0.988;0.52;1;0.825;0.449;0.789;0.831;0;1;4.7865;0.51022;0;0;-;-;A488+A405;No Feed;3a ;20
A488+A405 Control;Blue/Red;0;0.862;0.825;0.744;0.741;0.887;0;3;1;1;1;1;0.855;0.445;0.829;0.881;0;2;4.9434;1.1798;0;0;-;-;A488+A405;No Feed;3a ;20
A488+A405 Control;Green/Red;0;0.876;0.876;0.646;0.646;0.898;2;0;1;0.982;1;1;0.719;0.47;0.828;0.876;1;2;0.12905;0.00419;0;0;-;-;A488+A405;No Feed;3a ;20
A488+A405 Control;Blue/Green;0;0.894;0.894;0.585;0.585;0.916;0.087;9.623;1;1;0.999;0.999;1;0.459;0.499;0.919;0;1;0.03937;0.01047;0;0;-;-;A488+A405;No Feed;3a ;21
A488+A405 Control;Blue/Red;0;0.905;0.905;0.704;0.704;0.922;0.364;2.331;1;0.992;0.651;1;0.651;0.472;0.536;0.912;0;2;3.5302;0.00052;0;0;-;-;A488+A405;No Feed;3a ;21
A488+A405 Control;Green/Red;0;0.906;0.906;0.647;0.647;0.922;3.841;0.221;1;0.978;0.455;1;0.455;0.472;0.507;0.909;1;2;0.41468;0.00052;0;0;-;-;A488+A405;No Feed;3a ;21
A488+A405 Control;Blue/Green;0;0.892;0.863;0.741;0.741;0.909;0.097;8.528;0.973;0.989;0.558;0.652;0.795;0.461;0.491;0.917;0;1;5.1973;0.44295;0;0;-;-;A488+A405;No Feed;3a ;22
A488+A405 Control;Blue/Red;0;0.905;0.905;0.662;0.662;0.922;0.262;3.237;1;0.992;0.726;1;0.726;0.471;0.534;0.911;0;2;2.3936;0.00075;0;0;-;-;A488+A405;No Feed;3a ;22
A488+A405 Control;Green/Red;0;0.91;0.91;0.662;0.662;0.925;2.499;0.342;1;0.978;0.462;1;0.462;0.473;0.506;0.913;1;2;0.26691;0.00075;0;0;-;-;A488+A405;No Feed;3a ;22
A488+A405 Control;Blue/Green;0;0.813;0.813;0.57;0.57;0.868;0.077;9.791;1;1;1;1;1;0.4;0.581;0.836;0;1;2.9034;0.00218;0;0;-;-;A488+A405;No Feed;3a ;23
A488+A405 Control;Blue/Red;0;0.842;0.842;0.632;0.632;0.878;0.494;1.561;1;0.976;0.712;1;0.712;0.422;0.61;0.855;0;2;27.756;0.00485;0;0;-;-;A488+A405;No Feed;3a ;23
A488+A405 Control;Green/Red;0;0.88;0.88;0.648;0.648;0.906;4.768;0.172;1;0.959;0.563;1;0.563;0.453;0.644;0.881;1;2;1.0922;0.00485;0;0;-;-;A488+A405;No Feed;3a ;23
A488+A405 Control;Blue/Green;0;0.809;0.809;0.564;0.564;0.858;0.089;8.248;1;1;1;1;1;0.391;0.579;0.83;0;1;2.7193;0.00065;0;0;-;-;A488+A405;No Feed;3a ;24
A488+A405 Control;Blue/Red;0;0.83;0.778;0.726;0.7;0.862;0.365;2.034;0.891;0.986;0.529;0.576;0.868;0.428;0.595;0.844;0;2;35.683;2.048;0;0;-;-;A488+A405;No Feed;3a ;24
A488+A405 Control;Green/Red;0;0.036;0.036;0.047;0.047;0.037;1.423;0.001;1;0.006;0.001;1;0.001;0.29;0.029;0.036;1;2;26.355;0.00119;0;0;-;-;A488+A405;No Feed;3a ;24
A488+A405 Prop-Tyr;Blue/Green;0;0.812;0.812;0.451;0.451;1;0;7;1;1;1;1;1;0.406;0.5;0.83;0;1;0.00606;0.0002;0;0;-;-;A488+A405;Prop-Tyr;3b bis;1
